PSA_ID,Domain,English,Kiswahili,Target_Languages,Source,Org,Date,Metadata
PSA_00100,Education,"Learn more (PDF, 1.31 MB) Contact the Cambodia team Ethiopia Due to the ongoing conflict and political turmoil in the country, peace has become top priority for most Ethiopians.",,{'Kikuyu': None},https://www.vsointernational.org/volunteering/global-volunteer-network/youth-network,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00101,Education,"Learn more (PDF, 837 KB) Contact the Ethiopia team Kenya Youth for Sustainable Development (YSD) is a youth-led network in Kenya focusing on improving the lives, livelihoods and futures of young people across the country.",,{'Kikuyu': None},https://www.vsointernational.org/volunteering/global-volunteer-network/youth-network,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00102,Health,"Learn more (PDF, 1MB) Contact the Kenya team Malawi Young people in Malawi face many challenges to their health, education, employment, empowerment, participation and overall wellbeing.",,{'Kikuyu': None},https://www.vsointernational.org/volunteering/global-volunteer-network/youth-network,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00103,Governance,"Learn more (PDF, 992KB) Contact the Malawi team Myanmar The Myanmar Youth Network includes 60 youth ambassadors from three regions (Magway, Southern Shan, and Kayin States), empowering young people through peer-to-peer advocacy and support.",,{'Kikuyu': None},https://www.vsointernational.org/volunteering/global-volunteer-network/youth-network,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00104,Education,"Learn more (PDF, 407 KB) Contact the Myanmar team Nepal Nepal has a growing young population, with more than 40% of the total population of Nepal aged between 16–40 years.",,{'Kikuyu': None},https://www.vsointernational.org/volunteering/global-volunteer-network/youth-network,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00105,Governance,"Learn more (PDF, 1.87MB) Contact the Nepal team Nigeria The network spreads across 17 states in Nigeria with over 300 volunteers mainly focusing on engagement and advocacy around climate change, youth employment, and the Nigerian Youth Parliament.",,{'Kikuyu': None},https://www.vsointernational.org/volunteering/global-volunteer-network/youth-network,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00106,Education,"Learn more (PDF, 1.04MB) Contact the Nigeria team Pakistan Pakistan’s youth engagement work takes place within formal and informal youth networks of more than 200 young people across Pakistan.",,{'Kikuyu': None},https://www.vsointernational.org/volunteering/global-volunteer-network/youth-network,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00107,Education,"Learn more (PDF, 1.46MB) Contact the Pakistan team Philippines VSO’s youth engagement in the Philippines focuses on social cohesion and durable peace, while promoting resilient livelihoods and communities.",,{'Kikuyu': None},https://www.vsointernational.org/volunteering/global-volunteer-network/youth-network,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00108,Health,"Learn more (PDF, 910KB) Contact the Philippines team Rwanda Over the past few years, the importance of promoting and improving young people’s health – particularly SRHR – through strengthening policy, strategy and community has come to the fore.",,{'Kikuyu': None},https://www.vsointernational.org/volunteering/global-volunteer-network/youth-network,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00109,Education,"Learn more (PDF, 1.35MB) Contact the Sierra Leone team Tanzania Tanzania has one of the world’s fastest-growing youth populations.",,{'Kikuyu': None},https://www.vsointernational.org/volunteering/global-volunteer-network/youth-network,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00110,Health,"Learn more (PDF, 3.73MB) Contact the Tanzania team Thailand Thailand has an ageing population, which means it is vital that the younger generations in Thailand have access to quality healthcare, education, and livelihoods opportunities to secure the county’s future.",,{'Kikuyu': None},https://www.vsointernational.org/volunteering/global-volunteer-network/youth-network,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00111,Education,"Learn more (PDF, 601KB) Contact the Uganda team Zambia Zambia’s youth network is called Kalibu Youth – Tulande: An Open Space.",,{'Kikuyu': None},https://www.vsointernational.org/volunteering/global-volunteer-network/youth-network,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00112,Health,"Learn more (PDF, 1.77MB) Contact the Zambia team Zimbabwe VSO’s youth work in Zimbabwe has traditionally centred on tackling health-related challenges.",,{'Kikuyu': None},https://www.vsointernational.org/volunteering/global-volunteer-network/youth-network,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00113,Security,"Learn more (PDF, 1.43MB) Contact the Zimbabwe team Stories from our youth champions Our climate champions Lisa Marie David Facebook Live: Protecting coastal areas from climate-related disaster.",,{'Kikuyu': None},https://www.vsointernational.org/volunteering/global-volunteer-network/youth-network,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00114,Education,"It is from their viewpoint and actions that we seek to define the issues, opportunities, and solutions that deliver sustainable and locally led change.",,{'Kikuyu': None},https://www.vsointernational.org/our-work/volunteering-for-development,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00115,Education,"All our programmes address the root causes of marginalisation by focusing on three areas – what we call “ core approaches ” - that reliably tackle the structures, systems and conditions that make people vulnerable.",,{'Kikuyu': None},https://www.vsointernational.org/our-work/volunteering-for-development,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00116,Education,"Involve the most marginalised at all stages of programme design From initial design through to final evaluation, our programmes are designed with individuals and communities, empowering them to lead their own change to ensure long-term impact.",,{'Kikuyu': None},https://www.vsointernational.org/our-work/volunteering-for-development,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00117,Education,We do not see them as 'beneficiaries.' They are the 'primary actors' and they are at the heart of our work.,,{'Kikuyu': None},https://www.vsointernational.org/our-work/volunteering-for-development,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00118,Education,"Work with volunteers Unlike other development interventions, the trusting relationships that volunteers and communities build together ensure skills and knowledge are shared effectively and people take ownership of their own development.",,{'Kikuyu': None},https://www.vsointernational.org/our-work/volunteering-for-development,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00119,Education,"Lisa Marie David Our core approaches How we ensure that we build communities that are resilient, inclusive and accountable.",,{'Kikuyu': None},https://www.vsointernational.org/our-work/volunteering-for-development,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00120,Education,Valuing Volunteering Our ground-breaking research report about how and why volunteering impacts upon poverty.,,{'Kikuyu': None},https://www.vsointernational.org/our-work/volunteering-for-development,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00121,Education,You can write your will: Online Over the phone/video call In-person (At home or in-branch) Start your will here Or call Octopus Legacy directly on 020 4525 3605 and quote VSO *Applies to simple wills only.,,{'Kikuyu': None},https://www.vsointernational.org/freewill,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00122,Education,Writing a will and stipulating who you want to take care of them should the circumstance ever arrive is the only legally binding way of ensuring they are taken care of.,,{'Kikuyu': None},https://www.vsointernational.org/freewill,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00123,Education,"It can and should be updated during key life milestones for e.g., if you buy a new house or have a baby.",,{'Kikuyu': None},https://www.vsointernational.org/freewill,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00124,Education,Writing your will is a way to ensure – after taking care of loved ones – that the organisations you hold dear to your heart continue to do their amazing work in the future.,,{'Kikuyu': None},https://www.vsointernational.org/freewill,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00125,Education,VSO are helping to ensure education is still possible for children displaced by flooding.,,{'Kikuyu': None},https://www.vsointernational.org/our-work/projects,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00126,Education,"To ensure this VSO works to strengthen the agency and voice of marginalised women, small-scale food producers and young people and their networks to transform food and labour markets, pushing for increased public investment in agroecology and green economy.",,{'Kikuyu': None},https://www.vsointernational.org/our-work/resilient-livelihoods,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00127,Security,6 The UN State of Food Insecurity report launched in July 2021 estimates that one in 10 people in the world go to bed hungry.,,{'Kikuyu': None},https://www.vsointernational.org/our-work/resilient-livelihoods,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00128,Agriculture,We address gender norms in particular where women are considered ‘helpers’ on the farm and not ‘farmers’ and do not often have ‘control’ over land and natural and productive resources.,,{'Kikuyu': None},https://www.vsointernational.org/our-work/resilient-livelihoods,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00129,Education,"Ensure demand for greater investment in public services, including social protection.",,{'Kikuyu': None},https://www.vsointernational.org/our-work/resilient-livelihoods,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00130,Education,"Footnotes Intergovernmental Panel on Climate Change, Climate Change 2021, The Physical Science Basis; https://www.ipcc.ch/report/ar6/wg1/downloads/report/ IPCC_AR6_WGI_Full_Report.pdf Max Roser (2013) - “Global Economic Inequality”.",,{'Kikuyu': None},https://www.vsointernational.org/our-work/resilient-livelihoods,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00131,Health,"While UHC aspires to ensure health access for all, significant barriers persist for marginalised groups, including women, children, persons with disabilities, and indigenous communities.",,{'Kikuyu': None},https://www.vsointernational.org/our-work/inclusive-health,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00132,Education,"Additionally, adolescents may lack the agency or autonomy to ensure correct and consistent use of contraception.",,{'Kikuyu': None},https://www.vsointernational.org/our-work/inclusive-health,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00133,Health,£10 a month could help ensure that mothers and babies get access to life-saving quality healthcare.,,{'Kikuyu': None},https://www.vsointernational.org/our-work/inclusive-health,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00134,Education,Our impact 2023/24 Our annual report provides an overview and some examples of what we have achieved during 2023/24.,,{'Kikuyu': None},https://www.vsointernational.org/our-work,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00135,Education,"Annual report Areas of work Suraj Shakya Inclusive education Making sure everyone gets the skills they need to live a fulfilled, dignified life.",,{'Kikuyu': None},https://www.vsointernational.org/our-work,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00136,Education,BOBO PHOTOGRAPHY Livelihood volunteers ensure people have the skills and opportunities needed to support themselves and their families.,,{'Kikuyu': None},https://www.vsointernational.org/sponsor-a-volunteer,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00137,Education,We will only contact you to let you know of other ways you can support us by SMS or email with your consent.,,{'Kikuyu': None},https://www.vsointernational.org/sponsor-a-volunteer,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00138,Education,Your VSO Planned Giving Team Rosie O’Connor and Heidi Weisskopf – our Planned Giving team – have the honour of working with you to ensure all your questions are answered and your to VSO pledge reflects your personal wishes.,,{'Kikuyu': None},https://www.vsointernational.org/leave-a-gift-in-your-will,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00139,Education,"If so, please get in touch directly with Rosie and Heidi via the contact details above, or visit our dedicated information page.",,{'Kikuyu': None},https://www.vsointernational.org/leave-a-gift-in-your-will,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00140,Education,Around 60% of those eligible in the UK do not have a valid Will.,,{'Kikuyu': None},https://www.vsointernational.org/leave-a-gift-in-your-will,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00141,Education,Who should write my Will?,,{'Kikuyu': None},https://www.vsointernational.org/leave-a-gift-in-your-will,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00142,Education,"Whether you are writing a Will for the first time or updating your existing one, we recommend you seek legal advice.",,{'Kikuyu': None},https://www.vsointernational.org/leave-a-gift-in-your-will,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00143,Governance,"Using a professional solicitor will make sure everything in actioned in accordance with the law, and ensure your Will is valid.",,{'Kikuyu': None},https://www.vsointernational.org/leave-a-gift-in-your-will,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00144,Education,We advise you explore all options with your solicitor and will provider.,,{'Kikuyu': None},https://www.vsointernational.org/leave-a-gift-in-your-will,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00145,Education,Why should I leave a gift in my Will to VSO?,,{'Kikuyu': None},https://www.vsointernational.org/leave-a-gift-in-your-will,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00146,Education,VSO needs a gift in your will to ensure we can: Focus on long-term solutions.,,{'Kikuyu': None},https://www.vsointernational.org/leave-a-gift-in-your-will,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00147,Education,Careers at VSO We don't just go to work at VSO.,,{'Kikuyu': None},https://www.vsointernational.org/volunteering/global-volunteer-network,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00148,Education,"Local solutions to local problems Climate change affects the entire globe, but the most crucial action must be at local levels.",,{'Kikuyu': None},https://www.vsointernational.org/our-work/climate-resilient-systems,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00149,Education,We ensure school infrastructure is safe; work with teachers to prepare take home packets in the event of a school closure; and ensure clean-ups are focused on schools whenever possible.,,{'Kikuyu': None},https://www.vsointernational.org/our-work/climate-resilient-systems,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00150,Health,"As the climate changes, we must adapt to the new conditions, including developing long lasting and healthy food sources that can withstand change in climate including flood, drought and excessive heat.",,{'Kikuyu': None},https://www.vsointernational.org/our-work/climate-resilient-systems,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00151,Education,VSO are helping to ensure education is still possible for children displaced by flooding.,,{'Kikuyu': None},https://www.vsointernational.org/our-work/climate-resilient-systems,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00152,Education,"Annual impact report | VSO Skip to content Our approach to development provides a sustainable, long-term solution to the complex global problems, that are affecting millions of vulnerable people around the world.",,{'Kikuyu': None},https://www.vsointernational.org/about/impact-report,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00153,Education,This impact report provides an overview and some examples of what we have achieved during 2023/24.,,{'Kikuyu': None},https://www.vsointernational.org/about/impact-report,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00154,Education,"Media centre | VSO Skip to content Contact the media team For media and press enquiries, case studies and interviews, email: press.office@vsoint.org .",,{'Kikuyu': None},https://www.vsointernational.org/media-centre,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00155,Education,"Running projects without international volunteers will not help “decolonise development”, says expert after a new report is released by VSO and Northumbria University.",,{'Kikuyu': None},https://www.vsointernational.org/media-centre,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00156,Education,VSO data protection and privacy declaration If you change your mind at any time about how you want to hear from us please call us on +44 (0)20 8780 7500 or email enquiry@vsoint.org .,,{'Kikuyu': None},https://www.vsointernational.org/news/blog/nurturing-peace-the-environment-and-our-community-volunteers,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00157,Health,"“To ensure the health and survival of the mangroves, we collect mangrove fruits and use them to prepare seedlings in peat bags.",,{'Kikuyu': None},https://www.vsointernational.org/news/blog/nurturing-peace-the-environment-and-our-community-volunteers,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00158,Education,"“VSO put us in contact with businesses like TakaTaka Solutions and Mr Green who buy from the buyback centre, which gives young people more market opportunities,” Rooney explains.",,{'Kikuyu': None},https://www.vsointernational.org/news/blog/nurturing-peace-the-environment-and-our-community-volunteers,VSO International,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00159,Governance,They demanded that the state must stop the killings of their children for exercising their constitutional right to protest.,,{'Kikuyu': None},https://khrc.or.ke/attack-on-khrc/,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00160,Governance,FIDA-Kenya FIDA-Kenya urges every Kenyan not to give in to fear.,,{'Kikuyu': None},https://khrc.or.ke/attack-on-khrc/,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00161,Governance,Justice and truth must prevail over intimidation and violence.,,{'Kikuyu': None},https://khrc.or.ke/attack-on-khrc/,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00162,Governance,"When asked, they said they intended to take photographs of the premises “to aid a forensic investigation.” While KHRC has always supported lawful investigations, the timing and suspicious nature of this visit raise serious questions.",,{'Kikuyu': None},https://khrc.or.ke/attack-on-khrc/,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00163,Governance,Human rights organizations & defenders must be able to operate without fear.,,{'Kikuyu': None},https://khrc.or.ke/attack-on-khrc/,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00164,Governance,"As I have said before, President Ruto must stop using armed militias against citizens.",,{'Kikuyu': None},https://khrc.or.ke/attack-on-khrc/,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00165,Governance,Urgent Action We are quickly responding to new governance and human rights issues as they come up to ensure timely support and intervention.,,{'Kikuyu': None},https://khrc.or.ke/what-we-do-2/,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00166,Governance,Economic and Social Justice Economic and social justice is about principles that aim to ensure fair and equitable treatment and access to resources for all individuals and communities.,,{'Kikuyu': None},https://khrc.or.ke/what-we-do-2/,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00167,Governance,"These groups can use different methods, including legal action, to ensure that companies follow social and ethical standards.",,{'Kikuyu': None},https://khrc.or.ke/what-we-do-2/,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00168,Governance,"According to the UN Guiding Principles on Business and Human Rights, states and companies must prevent and respond to human rights violations in business activities.",,{'Kikuyu': None},https://khrc.or.ke/what-we-do-2/,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00169,Governance,"Browse the Issues GET INVOLVED Report, Contact us, volunteer, donate and speak out against injustice.",,{'Kikuyu': None},https://khrc.or.ke/,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00170,Governance,"Take Action Report a Human Rights Violation If you or someone you know has experienced discrimination, abuse, or any form of human rights violation, we’re here to help.",,{'Kikuyu': None},https://khrc.or.ke/,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00171,Governance,"Every report matters—it helps us protect lives, uphold justice, and ensure accountability.",,{'Kikuyu': None},https://khrc.or.ke/,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00172,Governance,Report a Violation Our Partners search chevron-left chevron-right cross linkedin facebook pinterest youtube rss twitter instagram facebook-blank rss-blank linkedin-blank pinterest youtube twitter instagram,,{'Kikuyu': None},https://khrc.or.ke/,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00173,Governance,"Browse the Issues GET INVOLVED Report, Contact us, volunteer, donate and speak out against injustice.",,{'Kikuyu': None},https://khrc.or.ke,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00174,Governance,"Take Action Report a Human Rights Violation If you or someone you know has experienced discrimination, abuse, or any form of human rights violation, we’re here to help.",,{'Kikuyu': None},https://khrc.or.ke,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00175,Governance,"Every report matters—it helps us protect lives, uphold justice, and ensure accountability.",,{'Kikuyu': None},https://khrc.or.ke,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00176,Governance,Report a Violation Our Partners search chevron-left chevron-right cross linkedin facebook pinterest youtube rss twitter instagram facebook-blank rss-blank linkedin-blank pinterest youtube twitter instagram,,{'Kikuyu': None},https://khrc.or.ke,KHRC,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00177,Governance,"In his new role, he shall be responsible for offering support to the North Rift Regional Office to ensure successful implementation of the projects and assisting in logistical tasks, data collection and documentation.",,{'Kikuyu': None},https://tikenya.org/media-tech-hub-project,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00178,Governance,She is responsible for offering support to the North Rift Regional Office to ensure the successful implementation of the projects and documenting of legal aid cases for walk-in and call-in clients towards achieving the TI-Kenya’s strategic plan.,,{'Kikuyu': None},https://tikenya.org/media-tech-hub-project,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00179,Governance,We do not sell or rent information about you.,,{'Kikuyu': None},https://tikenya.org/ti-kenya-privacy-policy/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00180,Governance,The reporting functionality is set to allow a user to anonymously make a report through the site.,,{'Kikuyu': None},https://tikenya.org/ti-kenya-privacy-policy/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00181,Governance,All information submitted by a user in the description section of making a report is at the user’s discretion and implies express consent to share the information for use by the Transparency International Kenya’s team.,,{'Kikuyu': None},https://tikenya.org/ti-kenya-privacy-policy/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00182,Governance,It is advised that users should therefore refrain from writing any information that would expose their identity on any of the descriptive sections when making a report.,,{'Kikuyu': None},https://tikenya.org/ti-kenya-privacy-policy/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00183,Governance,"In cases where users will submit their personal information, the information will ONLY be used for following up or seek clarification on the matter reported and not for any other purpose.",,{'Kikuyu': None},https://tikenya.org/ti-kenya-privacy-policy/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00184,Governance,"If you would like us to delete reports that you have provided via any of our platforms, please contact us at transparency@tikenya.org and we will act on your request within a reasonable time.",,{'Kikuyu': None},https://tikenya.org/ti-kenya-privacy-policy/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00185,Governance,The above channels are used to contact you with notifications and other information that is specific to your device and/or your case.,,{'Kikuyu': None},https://tikenya.org/ti-kenya-privacy-policy/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00186,Governance,We reserve the right to update or change our Privacy Policy at any time and you should check this Privacy Policy periodically.,,{'Kikuyu': None},https://tikenya.org/ti-kenya-privacy-policy/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00187,Governance,"Contact Us If we make any material changes to this Privacy Policy, we will send notifications via the A4T mobile Application installed on your device and/or a notification will show on our site that you visit.",,{'Kikuyu': None},https://tikenya.org/ti-kenya-privacy-policy/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00188,Governance,"In his new role, he shall be responsible for offering support to the North Rift Regional Office to ensure successful implementation of the projects and assisting in logistical tasks, data collection and documentation.",,{'Kikuyu': None},https://tikenya.org/ti-kenya-privacy-policy/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00189,Governance,She is responsible for offering support to the North Rift Regional Office to ensure the successful implementation of the projects and documenting of legal aid cases for walk-in and call-in clients towards achieving the TI-Kenya’s strategic plan.,,{'Kikuyu': None},https://tikenya.org/ti-kenya-privacy-policy/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00190,Governance,"Disclaimer: TI-Kenya does not charge any fee at any stage during recruitment and selection process, we do not require any documentation prior to the interview and we do not recruit through recruitment agents.",,{'Kikuyu': None},https://tikenya.org/opportunities/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00191,Governance,We also do not bid through agents.,,{'Kikuyu': None},https://tikenya.org/opportunities/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00192,Governance,"In his new role, he shall be responsible for offering support to the North Rift Regional Office to ensure successful implementation of the projects and assisting in logistical tasks, data collection and documentation.",,{'Kikuyu': None},https://tikenya.org/opportunities/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00193,Governance,She is responsible for offering support to the North Rift Regional Office to ensure the successful implementation of the projects and documenting of legal aid cases for walk-in and call-in clients towards achieving the TI-Kenya’s strategic plan.,,{'Kikuyu': None},https://tikenya.org/opportunities/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
PSA_00194,Governance,"Advocacy and Legal Advice Centre (ALAC) is a walk-in, call-in and mail centre where any person can obtain free and confidential advice on corruption cases.",,{'Kikuyu': None},https://tikenya.org/legal-advice-2/,Transparency Int'l Kenya,2026-07-26,"{'target_language': 'Kikuyu', 'scrape_method': 'requests/bs4'}"
