pair_id,psa_id,Domain,source_lang,target_lang,source_text,target_text,method,confidence,verified,auto_qc_pass,Source,Metadata,split
opus_en_sw_000021,,General,en,sw,Government will offer free safe water】 Lanzhou city's emergency team has narrowed down the pollution source and ordered it to be cut off.,Jopo la dharura la Jiji la Lanzhou limeshafahamu chanzo cha uchafuzi wa maji na ilishatoa tamko la kukisitisha.,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.783, ""glossary_preservation"": 1.0, ""psaish_score"": 3, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.783, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002008,,General,en,sw,"The police came down beating up and throwing grenades in everyone, they didn't want to know whether it was children, pregnant woman","Polisi walifika na kuanza kuwapiga watu na kuwarushia watu makombora, hawakutaka kuelewa kama kulikuwa na watoto wala wanawake wajawazito",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.864, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.864, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000578,,General,en,sw,Several bloggers such as Zeitoon report that people chant Allah-0-Akbar (God is Greater) from their houses during the night.,"Wanablogu kadhaa kama vile Zeitoon, waliripoti kwamba watu waliimba Allah-O-Akbar (Mungu Mkubwa) kutokea majumbani mwao nyakati za usiku.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.947, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.947, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001893,,General,en,sw,Many think that the protests are government supported.,Wengi wanafikiri kuwa maandamano haya yanaungwa mkono na serikali.,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.125, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.125, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002330,,General,en,sw,"After a grenade explosion killed three children in an anti-government protest site in Bangkok, the United Nations Children’s Fund urged government and protest leaders to protect children by keeping them away from protests.","Baada ya mlipuko wa bomu la kurushwa kwa mkono nakuwauwa watoto watatu katika maandamano ya kupambana na serikali katika eneo la Bangkok, Shirika la Kuhudumia Watoto la Umoja wa Mataifa lilitoa wito kwa serikali na viongozi wa maandamano kuwalinda watoto na kuwaweka mbali na maandamano.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.364, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.364, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001355,,General,en,sw,"The police also seized loudspeakers seized at a rally on 19 March, 2011, in the city of Rufisque, close to Dakar, despite the fact that the group had been granted official permission to hold the event.","Polisi pia walikamata vipaza sauti katika mkutano wa hadhara wa tarehe 19 Machi, 2011, kwenye mji wa Rifisque, karibu na Dakar, bila kujali ukweli wa kwamba kundi hilo lilipewa kibali rasmi cha kufanya tukio lile.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.972, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.972, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001547,,General,en,sw,The resulting environmental devastation and degradation will further undermine food security for Indigenous Peoples.,Matokeo yake mazingira yanaharibiwa na kuathiri hifadhi ya chakula kwa wenyeji.,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.786, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.786, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000013,,General,en,sw,"This means that the money would be used for material purchases (curriculum, desks, pencils) as well as project activities such as construction of schools; rehabilitation of classrooms; teacher/management training; PTAs; HIV/AIDS school clubs; water and sanitation in schools; health education in schools; education advocacy; vocational/life-skills training for youth, farmers and women; and curriculum development for secondary school/university.","Hii inamaanisha kwamba fedha hizo zitatumika kwa ajili ya kununulia vifaa (mitaala, madawati, kalamu) pamoja na shughuli nyingine za mradi kama vile ujenzi wa shule; ukarabati wa madarasa; mafunzo ya utawala/waalimu; Vikundi vya Wazazi na Waalimu; vilabu vya VVU/UKIMWI; maji na usafi wa majitaka mashuleni; mafunzo ya afya shuleni; utetezi wa elimu; elimu ya ufundi/ na maisha kwa vijana, wakulima na wanawake; na maendeleo ya mitaala kwa vyuo vikuu na shule za sekondari.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.281, ""glossary_preservation"": 1.0, ""psaish_score"": 3, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.281, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002404,,General,en,sw,"For example, even after announcing that he was going to sign the bill, in a response to Obama’s criticism, Museveni argued how he encouraged the US government to provide evidence that some people are born homosexual, which would then allow him to review the legislation.","Kwa mfano, hata baada ya kutangaza kwamba ataenda kusaini muswada huo, kama majibu baada ya Obama kumkosoa, Museveni alidai kuwa anaiomba Marekani utoe ushahidi kuwa kuna watu wanazaliwa mashoga, hatua ambayo ingemwezesha kuipitia upya sheria hiyo.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.8, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.8, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000528,,General,en,sw,"Besides Khan, a whole slew of Bollywood actors and filmmakers have volunteered their time for various election mobilization and awarness programs.","Zaidi ya khan, kundi lote la wacheza filamu na watengeneza filamu wa Bollywood wamejitolea muda wao kwenye programu mbalimbali za kuhamasisha na kuelimisha umma.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.143, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.143, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002291,,General,en,sw,"Below are selected tweets @Mira_mp who witnessed events first-hand as a protester in the square, and eventually as a volunteer at a hospital to help the wounded.","Hapa chini ni twiti zilizochaguliwa na @Mira_mp ambaye ni shuhuda wa matukio hayo, na baadae akijitolea kuwasaidia wajeruhi hospitali.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.704, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.704, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000497,,General,en,sw,"Hence nobody can get to/from work, school etc.","Hivyo hakuna atakayeweza kwenda au kurudi kutoka kazini, shule n.k.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.25, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.25, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000514,,General,en,sw,"@irenebarnard: How will you keep the public informed about the status of your full HIV “aggressive prevention campaign”? @ANC_debate: People need to be involved in implementation through local health facilities, NGOs, govt izimbizo in addition to traditional media.","@irenebarnard: je ni kwa jinsi gani mtawapasha habari wananchi kuhusu maendeleo ya ""kampeni yenu ngangari ya kuzuia Virusi Vya Ukimwi"" @ANC_debate: Watu wanatakiwa kushirikishwa katika utekelezaji kwa kupitia zahanati, mashirika yasiyo ya kiserikali, taarifa za serikali na vyombo vya habari.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.053, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.053, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001619,,General,en,sw,"Please check the Summit blog, program, Twitter hashtag #GV2012, and of course the video below.","Tafadhali tembelea Blogu ya Mkutano, ratiba,katika alama ishara ya Twita, #GV2012, na pia kutazama video ifuatayo.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.067, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.067, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000913,,General,en,sw,"We saw this with Operation Babylift after the Vietnam War, where the American government hurriedly removed almost 3,000 children from their homeland during the Fall of Saigon in 1975.","Tuliliona hilo katika operesheni Inuamtoto baada ya Vita ya Vietnam, ambapo serikali ya Marekani kwa haraka sana iliwaondoa watoto 3,000 kutoka nchini mwao wakati wa kuanguka kwa Saigon mwaka 1975.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.034, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.034, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000252,,General,en,sw,"The reporter sought treatment at the Queen Mary Hospital and the clinical report found obvious injures on his face, forehead, nose, mouth, neck and left arm.","Mwandishi huyo alitafuta matibabu kwenye hospitali ya Queen Mary na taarifa ya matibabu yake inathibitisha kuwa amepata majeraha kwenye uso wake, utosi, pua, mdomo, shingoni na kwenye mkono wa kushoto.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.154, ""glossary_preservation"": 1.0, ""psaish_score"": 2, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.154, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000446,,General,en,sw,They used Twitter to investigate the matter and put pressure on the government to halt the transfer.,Wanablogu hao walitumia huduma ya Twita kuchunguza swala hilo na kuitia shinikizo serikali ya Ugiriki kusimamisha usafirishwaji wa silaha hizo.,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.176, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.176, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000820,,General,en,sw,The Times of India reports that an advisory warning has been the result:,Gazeti la The Times of India linaripoti kuwa onyo lile lilitokana na:,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.923, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.923, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001908,,General,en,sw,"The Bangladesh government formed a nine-member committee on March 13, 2013 to track bloggers and Facebook users who made derogatory remarks about Islam and the Prophet Muhammad.",Serikali ya Bangladeshi iliunda tume ya watu wanne mnamo tarehe 13 Machi 2013 ili kuwafuatilia wanablogu na watumiaji wa Facebook waliotoa kauli za kuukashfu uislam pamoja na Nabii Mohammad.,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.074, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.074, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002078,,General,en,sw,"Kiran Bedi (@thekiranbedi), a former police officer from Delhi who is recognized for her philanthropic activities and anti-corruption crusade in India, tweeted:","Kiran Bedi (@thekiranbedi), ambaye ni askari mstaafu kutoka Delhi, ambaye anajulikana kwa utendaji kazi uliotukuka na mmoja wa wapinga rushwa nchini India, alitwiti:",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.045, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.045, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000366,,General,en,sw,"After lukewarm elections campaigning, the population was excited to vote for a new parliament in the first elections in 16 years.","Baada ya kampeni vuguvugu za uchaguzi, umma ulijawa shauku ya kupiga kura kwa ajili ya bunge jipya baada ya miaka 16.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.0, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.0, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000983,,General,en,sw,"In one update, Laith reports: Laith: Baghdad: Tens of families from the AlKaradah region denied voting because their names are not on the voters register","Katika habari moja mpya, Laith anaripoti: Laith: Baghdad: Makumi ya familia kutoka eneo la AlKaradah walizuiliwa kupiga kura kwa sababu majina yao hayapo kwenye daftari ya wapiga kura.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.12, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.12, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001048,,General,en,sw,Before the June 2009 presidential election the most dynamic pillars of citizen media in Iran were YouTube and blogs.,Kabla ya uchaguzi wa rais wa Juni 2009 misingi ya mabadiliko ya vyombo vya habari vya kiraia nchini Iran ilikuwa ni YouTube na blogu.,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.263, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.263, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000944,,General,en,sw,"If there should be any coup at all in Nigeria, it should be targetted at those useless clowns calling themselves Yar'Adua's kitchen/toilet cabinet that have arrogated to themselves what they don't have.","Kama kutakuwa na mapinduzi yoyote ya kijeshi nchini naijeria, yanapaswa yalengwe kwa vikaragosi wasio na maana wanaojiita jiko/choo cha baraza la mawaziri la Yar’Ardua amabo wamejipatia yale ambayo hawana.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.906, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.906, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000932,,General,en,sw,"She spoke to a writer for Merlin, an international NGO that builds health services in fragile states.","Alizungumza na mwandishi wa Merlin, AZISE ya kimataifa inayojenga huduma za afya katika mazingira magumu.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.882, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.882, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001751,,General,en,sw,"The government instead of responding to their just demands and concerns for the immense security risk and the environmental hazard that this plant can cause on the surrounding area, has responded with the most cruel repression on the protesting masses.",Badala ya serikali kusikiliza matakwa yao na kuzingatia suala la kutokuwa na hali nzuri ya ulinzi pamoja na madhara ya uharibifu wa mazingira unaotokana na mitambo hii ya Nyuklia. serikali imewajibu waandamanaji kwa kutumia njia ya ukandamizaji wa kikatili kabisa.,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.0, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.0, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002111,,General,en,sw,"He also claims the police, including officers, were standing by and watching as the lynching took place.",Pia aliwatuhumu askari polisi pamoja na maafisa wengine kuwa walifahamu fika tukio lile na pia walishuhudia mauaji yale.,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.059, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.059, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000887,,General,en,sw,"Directly following the attack, there was a big debate online as to whether Togo should withdraw.","Mara baada ya shambulizi hilo, kulizuka mjadala mkubwa wa mtandaoni kuhusu kama timu ya Togo ijitoe au la.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.125, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.125, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001609,,General,en,sw,"Before the last elections in 2011, some people thought he was not coming back for the third term, but he surprisingly showed up and worn the election.","Kabla ya uchaguzi uliopita mwaka jana 2011, wapo watu walidhani kuwa asingetamani tena kugombea kwa awamu ya tatu mfululizo, lakini kinyume na matarajio ya wengi akajitokeza kugombea na hatimaye akashinda uchaguzi huo.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.185, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.185, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001132,,General,en,sw,"In Cambodia, the government is proposing to establish a state-run exchange point to control all local internet service providers which is intended to strengthen internet security against pornography, theft and other cybercrimes.","Huko Kambodia, serikali inapendekeza kuanzishwa kwa kituo cha taifa cha usambazaji ili kudhibiti watoa huduma za intaneti, kituo hicho kina nia ya kuimarisha usalama wa kwenye mtandao dhidi ya picha za ngono, wizi pamoja na uhalifu mwingine wa kwenye mtandao.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.25, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.25, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_001552,,General,en,sw,"Half a cup of tea shares a story of maltreatment in a hospital, inspired by Aamir's show on ""Corruption in the Indian healthCare system""; Ugich Konitari shares that her maid could associate her daughters story with a case on the Satyamev Jayate episode on ""Dowry"".","Kikombe nusu cha chai anaelezea simulizi yake ya kutendewa vibaya kwenye hospitali, iliyohamasishwa na kipindi cha Aamir juu ya ""Ufisadi kwenye mfumo wa afya nchini India""; Ugich Konitari anaeleza kuwa mfanyakazi wake wa ndani wake anaweza kuhusisha hadithi ya binti zake na kesi ya kwenye onyesho la Satyamev Jayate kuhusu"" Mahari"".",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 1.133, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 1.133, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_002031,,General,en,sw,Some of the fertilizers paid for by government were never delivered to the warehouses.,Kiasi fulani cha mbolea iliyolipiwa na serikali haikuwa ikifikishwa katika maghala.,external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.786, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.786, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
opus_en_sw_000833,,General,en,sw,"The Ushahidi Network has created a very detailed interactive map overlaying information on threats, people needing assistance, medical care, food and other aid availability by type.","Mtandao wa Ushahidi umetengeneza ramani shirikishi inayotanda juu ya taarifa za vitisho, watu wanaohitaji misaada, huduma za matibabu, chakula pamoja na misaada mingine.",external_opus,1.0,false,true,OPUS-GlobalVoices/v2018q4/en-sw,"{""corpus"": ""opus_globalvoices"", ""length_ratio"": 0.885, ""glossary_preservation"": 1.0, ""psaish_score"": 1, ""silver"": true, ""human_reviewed"": false, ""auto_qc"": {""auto_qc_pass"": true, ""auto_qc_reasons"": [], ""length_ratio"": 0.885, ""glossary_preservation"": 1.0, ""tgt_lang_detected"": ""sw"", ""confidence"": 1.0}, ""from_file"": ""en_sw_pairs.csv""}",train
